name_from;name_to;by_way;distance;class_1;class_2;class_3;class_4;class_5
SEYNOD SUD;ST QUENTIN FAL. BRETELLE;768096625,409110862,62057373,62057372,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,558294899,24610712,365804434,365804301,365804304,27528762,230151827,230151829;101;12.9;19.9;29.4;39.6;6.2
SEYNOD SUD;TULLINS;768096625,409110862,62057373,62057372,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,4270763,4270764;134;15.3;23.1;33;43.7;7.4
SEYNOD SUD;VILLEFONTAINE;768096625,409110862,62057373,62057372,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,608817782,608817781,608817780,26200155,50315377,50315370,608817777;97;12.3;18.5;26.9;37.9;6
SEYNOD SUD;VINAY;768096625,409110862,62057373,62057372,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4252137,4252138;148;16.3;25.1;35.9;47.6;8.2
SEYNOD SUD;VOIRON;768096625,409110862,62057373,62057372,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,342615253,342615254,342615252,172558735,172558737,172558738,172558739,300062005;117;12.7;19.7;28.6;38.1;6.4
SEYNOD SUD;VOREPPE BARRIERE;768096625,409110862,62057373,62057372,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,415509475,611966206,202987884,166626193,166626196,234853297,862473076,862473074,234853298,166626194,4089842,433790951,300070907,300070908,373724341,300070906,373724339,469950607,469950608,469950609,373724340;141;16;24.1;34.7;45.9;7.8
ST MARTIN BELLEVUE A41 N;AIGUEBELETTE;;81;16.6;27.7;40.5;51.7;8.8
ST MARTIN BELLEVUE A41 N;AIX NORD;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,4812432,622012140,1425013785;57;12.7;22;32;41;6.6
ST MARTIN BELLEVUE A41 N;AIX SUD;;64;13.3;22.8;33.3;43;7.1
ST MARTIN BELLEVUE A41 N;ANNECY CENTRE;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,893974153,23793990,97371100,26430195,691101934,691101936,893974158,691101935,849287423;31;10;17.7;26.9;32.8;5.3
ST MARTIN BELLEVUE A41 N;ANNECY NORD;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,611966216,144636175,23797391,771372641,49047225,409120892,49047226,49047227,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,766204620,895193121,440033908,440033907,529198795,529198792;26;9.2;16.7;24.9;31.1;5
ST MARTIN BELLEVUE A41 N;BOURGOIN;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707065,717384713,609707067,661560696,243571306,50318108,50318107,558294852;122;21.4;35.1;51;67.1;11
ST MARTIN BELLEVUE A41 N;CHAMBERY NORD;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,4157338,25673603,25673602,366071463,241281802,241281803,232546573,232546550,366772079;71;15;25.8;37.5;47.9;7.7
ST MARTIN BELLEVUE A41 N;CHATUZANGE BARRIERE;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,222437936,222437939,862364850,4389830,244831904,244831907,509079634,509079631,4389824,4389827,225059379,862362722,862362721,862362724,4443997,4443998,4686347,862362726,862362725,862362723,84622668,97020289,97020288,1125418699;224;33.5;54;77;100.1;17.4
ST MARTIN BELLEVUE A41 N;ISLE D'ABEAU CENTRE;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,609314018,609314016,609314014,3819278,50313609,50313610,651201488,651486155;128;22.3;36.4;53.8;69.1;11.2
ST MARTIN BELLEVUE A41 N;LA BAUME D'HOSTUN;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,222437936,222437939,862364850,4389830,244831904,244831907,509079634,509079631,4389824,4389827,225059379,862362722,862362721,862362724,4443997,4443998,4443992,180709547,180709558,966001875,966001874;208;29.4;48.6;69.8;91.7;15.3
ST MARTIN BELLEVUE A41 N;LA TOUR DU PIN;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,661562061,144636174,558294847,371653217;113;20;33.8;49.5;62.9;10.3
ST MARTIN BELLEVUE A41 N;LES ABRETS;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,49153971,49153974,49153970;98;19;31.9;45.9;60.1;9.7
ST MARTIN BELLEVUE A41 N;MOIRANS NORD;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,1425013778;158;23.7;39.4;56.9;73.4;12.1
ST MARTIN BELLEVUE A41 N;RIVES;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,531802654,531802653,771372642,409120891,531802657,110036456,771372629,771372628,771372625,771372624,110036466,771372621,238917044,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,611966202,4874657,217944512;143;22.4;36.9;53.5;69.8;11.3
ST MARTIN BELLEVUE A41 N;RUMILLY;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,48588943,624502860,624502865,422837870,422837871,422837868,713803486,422837863;44;11.4;20.1;29.8;37.2;5.9
ST MARTIN BELLEVUE A41 N;SAINT GENIX SUR GUIERS;4276316,788223233,106996341,766204617,766204616,26573795,766204615,35921964,776604730,35921965,97371080,97371106,97371072,97371076,893974156,768096634,25891108,300061995,893974154,30790725,776604729,893974155,30790726,768096628,768096632,768096631,409110860,413493669,25891109,25891100,86264450,86264410,86264480,86264467,769264549,424090999,769264547,769264546,55440965,769264542,769264541,769264540,769264539,55440949,22605608,22605609,769264535,769264533,769264532,501253467,501253463,501253466,769264527,769264526,769264520,769264519,26574376,769264518,673474037,769264516,673474041,85243413,85243417,85243440,85243441,95022083,95022074,26426350,26426351,366071464,26395751,769264514,468563912,663774647,26395748,25673561,412119429,26200220,31953407,31953409,531802546,531802540,531802580,531802575,365953161,531802600,531802596,609795806,365953160,2954774,771372670,771372669,27178927,24570422,24570423,771372668,365953162,25566156,771372658,771372657,531802619,771372656,771372655,531802614,771372647,25566163,531802621,771372648,531802620,365953159,37662263,37662200,2954766,531802629,531802626,531802640,531802639,365943307,531802643,531802641,1210040550,342968435,531802650,531802649,771372646,611966216,144636175,23797391;94;18.6;30.6;43.8;58;9.3
